theta23,dm31,chi2
44.427,-0.0032,506.339
45,-0.0032,506.225
45.573,-0.0032,506.146
46.1462,-0.0032,506.103
46.7199,-0.0032,506.097
47.2943,-0.0032,506.128
47.8696,-0.0032,506.197
48.4461,-0.0032,506.306
49.0239,-0.0032,506.458
49.6034,-0.0032,506.654
50.1849,-0.0032,506.898
50.7685,-0.0032,507.191
51.3545,-0.0032,507.538
51.9433,-0.0032,507.942
52.535,-0.0032,508.407
53.1301,-0.0032,508.935
53.7288,-0.0032,509.531
54.3315,-0.0032,510.198
54.9384,-0.0032,510.941
55.5501,-0.0032,511.761
56.1668,-0.0032,512.664
56.7891,-0.0032,513.652
33.2109,-0.00333333,520.088
33.8332,-0.00333333,518.894
34.4499,-0.00333333,517.786
35.0616,-0.00333333,516.761
35.6685,-0.00333333,515.815
36.2712,-0.00333333,514.947
36.8699,-0.00333333,514.15
37.465,-0.00333333,513.424
38.0567,-0.00333333,512.763
38.6455,-0.00333333,512.164
39.2315,-0.00333333,511.623
39.8151,-0.00333333,511.136
40.3966,-0.00333333,510.702
40.9761,-0.00333333,510.315
41.5539,-0.00333333,509.973
42.1304,-0.00333333,509.674
42.7057,-0.00333333,509.414
43.2801,-0.00333333,509.192
43.8538,-0.00333333,509.006
44.427,-0.00333333,508.855
45,-0.00333333,508.738
45.573,-0.00333333,508.654
46.1462,-0.00333333,508.604
46.7199,-0.00333333,508.587
47.2943,-0.00333333,508.605
47.8696,-0.00333333,508.659
48.4461,-0.00333333,508.75
49.0239,-0.00333333,508.881
49.6034,-0.00333333,509.053
50.1849,-0.00333333,509.271
50.7685,-0.00333333,509.536
51.3545,-0.00333333,509.852
51.9433,-0.00333333,510.223
52.535,-0.00333333,510.651
53.1301,-0.00333333,511.14
53.7288,-0.00333333,511.695
54.3315,-0.00333333,512.319
54.9384,-0.00333333,513.015
55.5501,-0.00333333,513.787
56.1668,-0.00333333,514.639
56.7891,-0.00333333,515.573
33.2109,-0.00346667,522.136
33.8332,-0.00346667,520.984
34.4499,-0.00346667,519.916
35.0616,-0.00346667,518.928
35.6685,-0.00346667,518.018
36.2712,-0.00346667,517.183
36.8699,-0.00346667,516.417
37.465,-0.00346667,515.719
38.0567,-0.00346667,515.085
38.6455,-0.00346667,514.509
39.2315,-0.00346667,513.99
39.8151,-0.00346667,513.523
40.3966,-0.00346667,513.105
40.9761,-0.00346667,512.732
41.5539,-0.00346667,512.403
42.1304,-0.00346667,512.113
42.7057,-0.00346667,511.86
43.2801,-0.00346667,511.643
43.8538,-0.00346667,511.46
44.427,-0.00346667,511.308
45,-0.00346667,511.188
45.573,-0.00346667,511.099
46.1462,-0.00346667,511.041
46.7199,-0.00346667,511.014
47.2943,-0.00346667,511.019
47.8696,-0.00346667,511.058
48.4461,-0.00346667,511.132
49.0239,-0.00346667,511.242
49.6034,-0.00346667,511.393
50.1849,-0.00346667,511.585
50.7685,-0.00346667,511.823
51.3545,-0.00346667,512.109
51.9433,-0.00346667,512.446
52.535,-0.00346667,512.84
53.1301,-0.00346667,513.292
53.7288,-0.00346667,513.807
54.3315,-0.00346667,514.388
54.9384,-0.00346667,515.04
55.5501,-0.00346667,515.765
56.1668,-0.00346667,516.567
56.7891,-0.00346667,517.45
33.2109,-0.0036,524.181
33.8332,-0.0036,523.071
34.4499,-0.0036,522.042
35.0616,-0.0036,521.092
35.6685,-0.0036,520.217
36.2712,-0.0036,519.414
36.8699,-0.0036,518.679
37.465,-0.0036,518.009
38.0567,-0.0036,517.4
38.6455,-0.0036,516.848
39.2315,-0.0036,516.35
39.8151,-0.0036,515.901
40.3966,-0.0036,515.499
40.9761,-0.0036,515.14
41.5539,-0.0036,514.822
42.1304,-0.0036,514.541
42.7057,-0.0036,514.295
43.2801,-0.0036,514.081
43.8538,-0.0036,513.9
44.427,-0.0036,513.747
45,-0.0036,513.624
45.573,-0.0036,513.529
46.1462,-0.0036,513.463
46.7199,-0.0036,513.426
47.2943,-0.0036,513.418
47.8696,-0.0036,513.441
48.4461,-0.0036,513.497
49.0239,-0.0036,513.587
49.6034,-0.0036,513.715
50.1849,-0.0036,513.882
50.7685,-0.0036,514.092
51.3545,-0.0036,514.347
51.9433,-0.0036,514.653
52.535,-0.0036,515.011
53.1301,-0.0036,515.425
53.7288,-0.0036,515.9
54.3315,-0.0036,516.439
54.9384,-0.0036,517.046
55.5501,-0.0036,517.724
56.1668,-0.0036,518.477
56.7891,-0.0036,519.307
33.2109,-0.00373333,526.25
33.8332,-0.00373333,525.183
34.4499,-0.00373333,524.196
35.0616,-0.00373333,523.284
35.6685,-0.00373333,522.445
36.2712,-0.00373333,521.676
36.8699,-0.00373333,520.973
37.465,-0.00373333,520.331
38.0567,-0.00373333,519.748
38.6455,-0.00373333,519.22
39.2315,-0.00373333,518.742
40.3966,-0.00373333,517.927
40.9761,-0.00373333,517.582
41.5539,-0.00373333,517.274
42.1304,-0.00373333,517.002
42.7057,-0.00373333,516.762
43.2801,-0.00373333,516.553
43.8538,-0.00373333,516.372
44.427,-0.00373333,516.219
45,-0.00373333,516.092
45.573,-0.00373333,515.991
46.1462,-0.00373333,515.916
46.7199,-0.00373333,515.867
47.2943,-0.00373333,515.846
47.8696,-0.00373333,515.852
48.4461,-0.00373333,515.889
49.0239,-0.00373333,515.959
49.6034,-0.00373333,516.062
50.1849,-0.00373333,516.203
50.7685,-0.00373333,516.384
51.3545,-0.00373333,516.608
51.9433,-0.00373333,516.88
52.535,-0.00373333,517.201
53.1301,-0.00373333,517.577
53.7288,-0.00373333,518.01
54.3315,-0.00373333,518.505
54.9384,-0.00373333,519.066
55.5501,-0.00373333,519.695
56.1668,-0.00373333,520.396
56.7891,-0.00373333,521.173
33.2109,-0.00386667,528.418
33.8332,-0.00386667,527.4
34.4499,-0.00386667,526.458
35.0616,-0.00386667,525.589
35.6685,-0.00386667,524.791
36.2712,-0.00386667,524.059
36.8699,-0.00386667,523.39
37.465,-0.00386667,522.78
38.0567,-0.00386667,522.226
38.6455,-0.00386667,521.724
39.2315,-0.00386667,521.27
40.3966,-0.00386667,520.493
40.9761,-0.00386667,520.163
41.5539,-0.00386667,519.868
42.1304,-0.00386667,519.605
42.7057,-0.00386667,519.371
43.2801,-0.00386667,519.166
43.8538,-0.00386667,518.986
44.427,-0.00386667,518.831
45,-0.00386667,518.7
45.573,-0.00386667,518.591
46.1462,-0.00386667,518.506
46.7199,-0.00386667,518.445
47.2943,-0.00386667,518.408
47.8696,-0.00386667,518.397
48.4461,-0.00386667,518.413
49.0239,-0.00386667,518.458
49.6034,-0.00386667,518.535
50.1849,-0.00386667,518.646
50.7685,-0.00386667,518.795
51.3545,-0.00386667,518.984
51.9433,-0.00386667,519.218
52.535,-0.00386667,519.499
53.1301,-0.00386667,519.831
53.7288,-0.00386667,520.219
54.3315,-0.00386667,520.665
54.9384,-0.00386667,521.173
55.5501,-0.00386667,521.748
56.1668,-0.00386667,522.392
56.7891,-0.00386667,523.109
33.2109,-0.004,530.608
33.8332,-0.004,529.64
34.4499,-0.004,528.745
35.0616,-0.004,527.921
35.6685,-0.004,527.165
36.2712,-0.004,526.471
36.8699,-0.004,525.838
37.465,-0.004,525.261
38.0567,-0.004,524.737
38.6455,-0.004,524.262
39.2315,-0.004,523.833
40.3966,-0.004,523.095
40.9761,-0.004,522.78
41.5539,-0.004,522.497
42.1304,-0.004,522.244
42.7057,-0.004,522.017
43.2801,-0.004,521.815
43.8538,-0.004,521.636
44.427,-0.004,521.48
45,-0.004,521.343
45.573,-0.004,521.228
46.1462,-0.004,521.132
46.7199,-0.004,521.058
47.2943,-0.004,521.005
47.8696,-0.004,520.975
48.4461,-0.004,520.969
49.0239,-0.004,520.989
49.6034,-0.004,521.039
50.1849,-0.004,521.119
50.7685,-0.004,521.235
51.3545,-0.004,521.388
51.9433,-0.004,521.582
52.535,-0.004,521.821
53.1301,-0.004,522.108
53.7288,-0.004,522.448
54.3315,-0.004,522.843
54.9384,-0.004,523.298
55.5501,-0.004,523.816
56.1668,-0.004,524.402
56.7891,-0.004,525.057
