theta23,dm31,chi2
48.4461,-0.00202222,493.045
49.0239,-0.00202222,493.317
49.6034,-0.00202222,493.647
50.1849,-0.00202222,494.04
50.7685,-0.00202222,494.497
51.3545,-0.00202222,495.023
51.9433,-0.00202222,495.621
52.535,-0.00202222,496.295
53.1301,-0.00202222,497.049
53.7288,-0.00202222,497.887
54.3315,-0.00202222,498.812
54.9384,-0.00202222,499.828
55.5501,-0.00202222,500.94
56.1668,-0.00202222,502.151
56.7891,-0.00202222,503.463
33.2109,-0.00204444,506.403
33.8332,-0.00204444,504.921
34.4499,-0.00204444,503.541
35.0616,-0.00204444,502.261
35.6685,-0.00204444,501.078
36.2712,-0.00204444,499.989
36.8699,-0.00204444,498.99
37.465,-0.00204444,498.076
38.0567,-0.00204444,497.246
38.6455,-0.00204444,496.494
39.2315,-0.00204444,495.818
39.8151,-0.00204444,495.213
40.3966,-0.00204444,494.676
40.9761,-0.00204444,494.204
41.5539,-0.00204444,493.793
42.1304,-0.00204444,493.44
42.7057,-0.00204444,493.144
43.2801,-0.00204444,492.902
43.8538,-0.00204444,492.711
44.427,-0.00204444,492.572
45,-0.00204444,492.482
45.573,-0.00204444,492.441
46.1462,-0.00204444,492.451
46.7199,-0.00204444,492.509
47.2943,-0.00204444,492.619
47.8696,-0.00204444,492.781
48.4461,-0.00204444,492.997
49.0239,-0.00204444,493.269
49.6034,-0.00204444,493.6
50.1849,-0.00204444,493.992
50.7685,-0.00204444,494.45
51.3545,-0.00204444,494.976
51.9433,-0.00204444,495.575
52.535,-0.00204444,496.249
53.1301,-0.00204444,497.002
53.7288,-0.00204444,497.84
54.3315,-0.00204444,498.765
54.9384,-0.00204444,499.781
55.5501,-0.00204444,500.892
56.1668,-0.00204444,502.102
56.7891,-0.00204444,503.413
33.2109,-0.00206667,506.399
33.8332,-0.00206667,504.917
34.4499,-0.00206667,503.537
35.0616,-0.00206667,502.257
35.6685,-0.00206667,501.073
36.2712,-0.00206667,499.983
36.8699,-0.00206667,498.982
37.465,-0.00206667,498.068
38.0567,-0.00206667,497.237
38.6455,-0.00206667,496.484
39.2315,-0.00206667,495.806
39.8151,-0.00206667,495.2
40.3966,-0.00206667,494.662
40.9761,-0.00206667,494.188
41.5539,-0.00206667,493.776
42.1304,-0.00206667,493.422
42.7057,-0.00206667,493.125
43.2801,-0.00206667,492.882
43.8538,-0.00206667,492.69
44.427,-0.00206667,492.55
45,-0.00206667,492.46
45.573,-0.00206667,492.419
46.1462,-0.00206667,492.427
46.7199,-0.00206667,492.485
47.2943,-0.00206667,492.595
47.8696,-0.00206667,492.756
48.4461,-0.00206667,492.972
49.0239,-0.00206667,493.244
49.6034,-0.00206667,493.575
50.1849,-0.00206667,493.968
50.7685,-0.00206667,494.425
51.3545,-0.00206667,494.952
51.9433,-0.00206667,495.55
52.535,-0.00206667,496.224
53.1301,-0.00206667,496.977
53.7288,-0.00206667,497.814
54.3315,-0.00206667,498.739
54.9384,-0.00206667,499.754
55.5501,-0.00206667,500.864
56.1668,-0.00206667,502.073
56.7891,-0.00206667,503.383
33.2109,-0.00208889,506.414
33.8332,-0.00208889,504.932
34.4499,-0.00208889,503.552
35.0616,-0.00208889,502.272
35.6685,-0.00208889,501.088
36.2712,-0.00208889,499.998
36.8699,-0.00208889,498.997
37.465,-0.00208889,498.082
38.0567,-0.00208889,497.25
38.6455,-0.00208889,496.496
39.2315,-0.00208889,495.817
39.8151,-0.00208889,495.21
40.3966,-0.00208889,494.671
40.9761,-0.00208889,494.196
41.5539,-0.00208889,493.783
42.1304,-0.00208889,493.429
42.7057,-0.00208889,493.13
43.2801,-0.00208889,492.886
43.8538,-0.00208889,492.694
44.427,-0.00208889,492.553
45,-0.00208889,492.462
45.573,-0.00208889,492.42
46.1462,-0.00208889,492.428
46.7199,-0.00208889,492.486
47.2943,-0.00208889,492.595
47.8696,-0.00208889,492.756
48.4461,-0.00208889,492.972
49.0239,-0.00208889,493.243
49.6034,-0.00208889,493.574
50.1849,-0.00208889,493.966
50.7685,-0.00208889,494.424
51.3545,-0.00208889,494.95
51.9433,-0.00208889,495.547
52.535,-0.00208889,496.221
53.1301,-0.00208889,496.974
53.7288,-0.00208889,497.81
54.3315,-0.00208889,498.733
54.9384,-0.00208889,499.747
55.5501,-0.00208889,500.856
56.1668,-0.00208889,502.063
56.7891,-0.00208889,503.371
33.2109,-0.00211111,506.448
33.8332,-0.00211111,504.966
34.4499,-0.00211111,503.587
35.0616,-0.00211111,502.307
35.6685,-0.00211111,501.124
36.2712,-0.00211111,500.033
36.8699,-0.00211111,499.032
37.465,-0.00211111,498.117
38.0567,-0.00211111,497.284
38.6455,-0.00211111,496.53
39.2315,-0.00211111,495.851
39.8151,-0.00211111,495.243
40.3966,-0.00211111,494.703
40.9761,-0.00211111,494.228
41.5539,-0.00211111,493.814
42.1304,-0.00211111,493.459
42.7057,-0.00211111,493.159
43.2801,-0.00211111,492.914
43.8538,-0.00211111,492.722
44.427,-0.00211111,492.58
45,-0.00211111,492.488
45.573,-0.00211111,492.446
46.1462,-0.00211111,492.453
46.7199,-0.00211111,492.511
47.2943,-0.00211111,492.619
47.8696,-0.00211111,492.78
48.4461,-0.00211111,492.995
49.0239,-0.00211111,493.266
49.6034,-0.00211111,493.596
50.1849,-0.00211111,493.988
50.7685,-0.00211111,494.445
51.3545,-0.00211111,494.97
51.9433,-0.00211111,495.567
52.535,-0.00211111,496.239
53.1301,-0.00211111,496.991
53.7288,-0.00211111,497.826
54.3315,-0.00211111,498.748
54.9384,-0.00211111,499.761
55.5501,-0.00211111,500.868
56.1668,-0.00211111,502.073
56.7891,-0.00211111,503.379
33.2109,-0.00213333,506.499
33.8332,-0.00213333,505.019
34.4499,-0.00213333,503.641
35.0616,-0.00213333,502.362
35.6685,-0.00213333,501.179
36.2712,-0.00213333,500.089
36.8699,-0.00213333,499.088
37.465,-0.00213333,498.173
38.0567,-0.00213333,497.34
38.6455,-0.00213333,496.586
39.2315,-0.00213333,495.906
39.8151,-0.00213333,495.298
40.3966,-0.00213333,494.758
40.9761,-0.00213333,494.281
41.5539,-0.00213333,493.867
42.1304,-0.00213333,493.511
42.7057,-0.00213333,493.211
43.2801,-0.00213333,492.966
43.8538,-0.00213333,492.772
44.427,-0.00213333,492.63
45,-0.00213333,492.537
45.573,-0.00213333,492.495
46.1462,-0.00213333,492.501
46.7199,-0.00213333,492.558
47.2943,-0.00213333,492.666
47.8696,-0.00213333,492.826
48.4461,-0.00213333,493.04
49.0239,-0.00213333,493.311
49.6034,-0.00213333,493.641
50.1849,-0.00213333,494.032
50.7685,-0.00213333,494.488
51.3545,-0.00213333,495.012
51.9433,-0.00213333,495.608
52.535,-0.00213333,496.279
53.1301,-0.00213333,497.03
53.7288,-0.00213333,497.863
54.3315,-0.00213333,498.783
54.9384,-0.00213333,499.794
55.5501,-0.00213333,500.899
56.1668,-0.00213333,502.101
56.7891,-0.00213333,503.404
33.2109,-0.00215556,506.568
33.8332,-0.00215556,505.089
34.4499,-0.00215556,503.713
35.0616,-0.00215556,502.435
35.6685,-0.00215556,501.253
36.2712,-0.00215556,500.163
36.8699,-0.00215556,499.163
37.465,-0.00215556,498.248
38.0567,-0.00215556,497.416
38.6455,-0.00215556,496.661
39.2315,-0.00215556,495.982
39.8151,-0.00215556,495.374
40.3966,-0.00215556,494.833
40.9761,-0.00215556,494.357
41.5539,-0.00215556,493.942
42.1304,-0.00215556,493.585
42.7057,-0.00215556,493.285
43.2801,-0.00215556,493.039
43.8538,-0.00215556,492.845
44.427,-0.00215556,492.702
45,-0.00215556,492.609
45.573,-0.00215556,492.565
46.1462,-0.00215556,492.572
46.7199,-0.00215556,492.628
47.2943,-0.00215556,492.735
47.8696,-0.00215556,492.894
48.4461,-0.00215556,493.108
49.0239,-0.00215556,493.378
49.6034,-0.00215556,493.706
50.1849,-0.00215556,494.096
50.7685,-0.00215556,494.551
51.3545,-0.00215556,495.074
51.9433,-0.00215556,495.669
52.535,-0.00215556,496.338
53.1301,-0.00215556,497.087
53.7288,-0.00215556,497.919
54.3315,-0.00215556,498.837
54.9384,-0.00215556,499.845
55.5501,-0.00215556,500.947
56.1668,-0.00215556,502.147
56.7891,-0.00215556,503.447
33.2109,-0.00217778,506.653
33.8332,-0.00217778,505.176
34.4499,-0.00217778,503.801
35.0616,-0.00217778,502.525
35.6685,-0.00217778,501.344
36.2712,-0.00217778,500.256
36.8699,-0.00217778,499.256
37.465,-0.00217778,498.342
38.0567,-0.00217778,497.51
38.6455,-0.00217778,496.757
39.2315,-0.00217778,496.077
39.8151,-0.00217778,495.469
40.3966,-0.00217778,494.928
40.9761,-0.00217778,494.452
41.5539,-0.00217778,494.037
42.1304,-0.00217778,493.68
42.7057,-0.00217778,493.38
43.2801,-0.00217778,493.133
43.8538,-0.00217778,492.939
44.427,-0.00217778,492.795
45,-0.00217778,492.701
45.573,-0.00217778,492.657
46.1462,-0.00217778,492.663
46.7199,-0.00217778,492.718
47.2943,-0.00217778,492.825
47.8696,-0.00217778,492.983
48.4461,-0.00217778,493.196
49.0239,-0.00217778,493.465
49.6034,-0.00217778,493.792
50.1849,-0.00217778,494.181
50.7685,-0.00217778,494.634
51.3545,-0.00217778,495.156
51.9433,-0.00217778,495.749
52.535,-0.00217778,496.417
53.1301,-0.00217778,497.163
53.7288,-0.00217778,497.993
54.3315,-0.00217778,498.908
54.9384,-0.00217778,499.914
55.5501,-0.00217778,501.013
56.1668,-0.00217778,502.21
56.7891,-0.00217778,503.506
33.2109,-0.0022,506.753
33.8332,-0.0022,505.279
34.4499,-0.0022,503.906
35.0616,-0.0022,502.631
35.6685,-0.0022,501.452
36.2712,-0.0022,500.365
36.8699,-0.0022,499.367
37.465,-0.0022,498.454
38.0567,-0.0022,497.623
38.6455,-0.0022,496.87
39.2315,-0.0022,496.191
39.8151,-0.0022,495.583
40.3966,-0.0022,495.043
40.9761,-0.0022,494.566
41.5539,-0.0022,494.151
42.1304,-0.0022,493.795
42.7057,-0.0022,493.494
43.2801,-0.0022,493.247
43.8538,-0.0022,493.052
44.427,-0.0022,492.908
45,-0.0022,492.814
45.573,-0.0022,492.769
46.1462,-0.0022,492.774
46.7199,-0.0022,492.828
47.2943,-0.0022,492.934
47.8696,-0.0022,493.091
48.4461,-0.0022,493.303
49.0239,-0.0022,493.571
49.6034,-0.0022,493.897
50.1849,-0.0022,494.284
50.7685,-0.0022,494.736
51.3545,-0.0022,495.256
51.9433,-0.0022,495.847
52.535,-0.0022,496.513
53.1301,-0.0022,497.257
53.7288,-0.0022,498.084
54.3315,-0.0022,498.997
54.9384,-0.0022,500
55.5501,-0.0022,501.096
56.1668,-0.0022,502.288
56.7891,-0.0022,503.581
33.2109,-0.00225,507.026
33.8332,-0.00225,505.558
34.4499,-0.00225,504.191
35.0616,-0.00225,502.922
35.6685,-0.00225,501.748
36.2712,-0.00225,500.665
36.8699,-0.00225,499.671
37.465,-0.00225,498.761
38.0567,-0.00225,497.933
38.6455,-0.00225,497.182
39.2315,-0.00225,496.506
39.8151,-0.00225,495.899
40.3966,-0.00225,495.36
40.9761,-0.00225,494.884
41.5539,-0.00225,494.47
42.1304,-0.00225,494.113
42.7057,-0.00225,493.812
43.2801,-0.00225,493.565
43.8538,-0.00225,493.369
44.427,-0.00225,493.224
45,-0.00225,493.129
45.573,-0.00225,493.083
46.1462,-0.00225,493.086
46.7199,-0.00225,493.138
47.2943,-0.00225,493.242
47.8696,-0.00225,493.397
48.4461,-0.00225,493.606
49.0239,-0.00225,493.87
49.6034,-0.00225,494.193
50.1849,-0.00225,494.576
50.7685,-0.00225,495.024
51.3545,-0.00225,495.539
51.9433,-0.00225,496.125
52.535,-0.00225,496.785
53.1301,-0.00225,497.524
53.7288,-0.00225,498.344
54.3315,-0.00225,499.25
54.9384,-0.00225,500.244
55.5501,-0.00225,501.332
56.1668,-0.00225,502.516
56.7891,-0.00225,503.799
33.2109,-0.00230556,507.391
33.8332,-0.00230556,505.932
34.4499,-0.00230556,504.573
35.0616,-0.00230556,503.311
35.6685,-0.00230556,502.144
36.2712,-0.00230556,501.067
36.8699,-0.00230556,500.078
37.465,-0.00230556,499.174
38.0567,-0.00230556,498.35
38.6455,-0.00230556,497.603
39.2315,-0.00230556,496.929
39.8151,-0.00230556,496.326
40.3966,-0.00230556,495.788
40.9761,-0.00230556,495.315
41.5539,-0.00230556,494.901
42.1304,-0.00230556,494.546
42.7057,-0.00230556,494.245
43.2801,-0.00230556,493.998
43.8538,-0.00230556,493.802
44.427,-0.00230556,493.656
45,-0.00230556,493.559
45.573,-0.00230556,493.512
46.1462,-0.00230556,493.513
46.7199,-0.00230556,493.563
47.2943,-0.00230556,493.664
47.8696,-0.00230556,493.815
48.4461,-0.00230556,494.021
49.0239,-0.00230556,494.281
49.6034,-0.00230556,494.599
50.1849,-0.00230556,494.978
50.7685,-0.00230556,495.42
51.3545,-0.00230556,495.929
51.9433,-0.00230556,496.508
52.535,-0.00230556,497.161
53.1301,-0.00230556,497.891
53.7288,-0.00230556,498.703
54.3315,-0.00230556,499.599
54.9384,-0.00230556,500.584
55.5501,-0.00230556,501.661
56.1668,-0.00230556,502.833
56.7891,-0.00230556,504.104
33.2109,-0.00236111,507.802
33.8332,-0.00236111,506.353
34.4499,-0.00236111,505.003
35.0616,-0.00236111,503.749
35.6685,-0.00236111,502.59
36.2712,-0.00236111,501.52
36.8699,-0.00236111,500.538
37.465,-0.00236111,499.639
38.0567,-0.00236111,498.82
38.6455,-0.00236111,498.078
39.2315,-0.00236111,497.409
39.8151,-0.00236111,496.808
40.3966,-0.00236111,496.274
40.9761,-0.00236111,495.803
41.5539,-0.00236111,495.391
42.1304,-0.00236111,495.037
42.7057,-0.00236111,494.737
43.2801,-0.00236111,494.49
43.8538,-0.00236111,494.294
44.427,-0.00236111,494.147
45,-0.00236111,494.05
45.573,-0.00236111,494
46.1462,-0.00236111,493.999
46.7199,-0.00236111,494.047
47.2943,-0.00236111,494.145
47.8696,-0.00236111,494.293
48.4461,-0.00236111,494.495
49.0239,-0.00236111,494.75
49.6034,-0.00236111,495.064
50.1849,-0.00236111,495.437
50.7685,-0.00236111,495.873
51.3545,-0.00236111,496.375
51.9433,-0.00236111,496.946
52.535,-0.00236111,497.591
53.1301,-0.00236111,498.313
53.7288,-0.00236111,499.115
54.3315,-0.00236111,500.001
54.9384,-0.00236111,500.975
55.5501,-0.00236111,502.041
56.1668,-0.00236111,503.201
56.7891,-0.00236111,504.458
33.2109,-0.00241667,508.252
33.8332,-0.00241667,506.813
34.4499,-0.00241667,505.473
35.0616,-0.00241667,504.229
35.6685,-0.00241667,503.077
36.2712,-0.00241667,502.016
36.8699,-0.00241667,501.041
37.465,-0.00241667,500.148
38.0567,-0.00241667,499.336
38.6455,-0.00241667,498.599
39.2315,-0.00241667,497.934
39.8151,-0.00241667,497.337
40.3966,-0.00241667,496.807
40.9761,-0.00241667,496.338
41.5539,-0.00241667,495.929
42.1304,-0.00241667,495.576
42.7057,-0.00241667,495.278
43.2801,-0.00241667,495.031
43.8538,-0.00241667,494.835
44.427,-0.00241667,494.688
45,-0.00241667,494.59
45.573,-0.00241667,494.539
46.1462,-0.00241667,494.536
46.7199,-0.00241667,494.581
47.2943,-0.00241667,494.675
47.8696,-0.00241667,494.82
48.4461,-0.00241667,495.017
49.0239,-0.00241667,495.268
49.6034,-0.00241667,495.576
50.1849,-0.00241667,495.943
50.7685,-0.00241667,496.372
51.3545,-0.00241667,496.867
51.9433,-0.00241667,497.431
52.535,-0.00241667,498.067
53.1301,-0.00241667,498.78
53.7288,-0.00241667,499.572
54.3315,-0.00241667,500.447
54.9384,-0.00241667,501.41
55.5501,-0.00241667,502.463
56.1668,-0.00241667,503.61
56.7891,-0.00241667,504.854
33.2109,-0.00247222,508.742
33.8332,-0.00247222,507.314
34.4499,-0.00247222,505.984
35.0616,-0.00247222,504.75
35.6685,-0.00247222,503.607
36.2712,-0.00247222,502.554
36.8699,-0.00247222,501.587
37.465,-0.00247222,500.702
38.0567,-0.00247222,499.895
38.6455,-0.00247222,499.164
39.2315,-0.00247222,498.504
39.8151,-0.00247222,497.913
40.3966,-0.00247222,497.386
40.9761,-0.00247222,496.921
41.5539,-0.00247222,496.514
42.1304,-0.00247222,496.163
42.7057,-0.00247222,495.866
43.2801,-0.00247222,495.62
43.8538,-0.00247222,495.425
44.427,-0.00247222,495.277
45,-0.00247222,495.178
45.573,-0.00247222,495.126
46.1462,-0.00247222,495.12
46.7199,-0.00247222,495.163
47.2943,-0.00247222,495.254
47.8696,-0.00247222,495.395
48.4461,-0.00247222,495.587
49.0239,-0.00247222,495.833
49.6034,-0.00247222,496.135
50.1849,-0.00247222,496.496
50.7685,-0.00247222,496.918
51.3545,-0.00247222,497.405
51.9433,-0.00247222,497.961
52.535,-0.00247222,498.588
53.1301,-0.00247222,499.291
53.7288,-0.00247222,500.072
54.3315,-0.00247222,500.937
54.9384,-0.00247222,501.887
55.5501,-0.00247222,502.928
56.1668,-0.00247222,504.061
56.7891,-0.00247222,505.291
33.2109,-0.00252778,509.267
33.8332,-0.00252778,507.85
34.4499,-0.00252778,506.531
35.0616,-0.00252778,505.307
35.6685,-0.00252778,504.174
36.2712,-0.00252778,503.13
36.8699,-0.00252778,502.171
37.465,-0.00252778,501.293
38.0567,-0.00252778,500.494
38.6455,-0.00252778,499.769
39.2315,-0.00252778,499.114
39.8151,-0.00252778,498.528
40.3966,-0.00252778,498.005
40.9761,-0.00252778,497.543
41.5539,-0.00252778,497.139
42.1304,-0.00252778,496.791
42.7057,-0.00252778,496.496
43.2801,-0.00252778,496.251
43.8538,-0.00252778,496.055
44.427,-0.00252778,495.908
45,-0.00252778,495.807
45.573,-0.00252778,495.753
46.1462,-0.00252778,495.746
46.7199,-0.00252778,495.786
47.2943,-0.00252778,495.873
47.8696,-0.00252778,496.01
48.4461,-0.00252778,496.198
49.0239,-0.00252778,496.439
49.6034,-0.00252778,496.734
50.1849,-0.00252778,497.088
50.7685,-0.00252778,497.503
51.3545,-0.00252778,497.982
51.9433,-0.00252778,498.529
52.535,-0.00252778,499.146
53.1301,-0.00252778,499.839
53.7288,-0.00252778,500.609
54.3315,-0.00252778,501.462
54.9384,-0.00252778,502.4
55.5501,-0.00252778,503.427
56.1668,-0.00252778,504.546
56.7891,-0.00252778,505.761
33.2109,-0.00258333,509.816
33.8332,-0.00258333,508.411
34.4499,-0.00258333,507.103
35.0616,-0.00258333,505.889
35.6685,-0.00258333,504.766
36.2712,-0.00258333,503.73
36.8699,-0.00258333,502.779
37.465,-0.00258333,501.909
38.0567,-0.00258333,501.117
38.6455,-0.00258333,500.398
39.2315,-0.00258333,499.749
39.8151,-0.00258333,499.167
40.3966,-0.00258333,498.649
40.9761,-0.00258333,498.191
41.5539,-0.00258333,497.79
42.1304,-0.00258333,497.444
42.7057,-0.00258333,497.15
43.2801,-0.00258333,496.906
43.8538,-0.00258333,496.711
44.427,-0.00258333,496.563
45,-0.00258333,496.462
45.573,-0.00258333,496.406
46.1462,-0.00258333,496.396
46.7199,-0.00258333,496.433
47.2943,-0.00258333,496.517
47.8696,-0.00258333,496.65
48.4461,-0.00258333,496.832
49.0239,-0.00258333,497.067
49.6034,-0.00258333,497.357
50.1849,-0.00258333,497.704
50.7685,-0.00258333,498.111
51.3545,-0.00258333,498.581
51.9433,-0.00258333,499.119
52.535,-0.00258333,499.726
53.1301,-0.00258333,500.408
53.7288,-0.00258333,501.168
54.3315,-0.00258333,502.008
54.9384,-0.00258333,502.933
55.5501,-0.00258333,503.947
56.1668,-0.00258333,505.052
56.7891,-0.00258333,506.252
33.2109,-0.00263889,510.38
33.8332,-0.00263889,508.986
34.4499,-0.00263889,507.689
35.0616,-0.00263889,506.485
35.6685,-0.00263889,505.371
36.2712,-0.00263889,504.344
36.8699,-0.00263889,503.401
37.465,-0.00263889,502.539
38.0567,-0.00263889,501.753
38.6455,-0.00263889,501.04
39.2315,-0.00263889,500.397
39.8151,-0.00263889,499.82
40.3966,-0.00263889,499.306
40.9761,-0.00263889,498.851
41.5539,-0.00263889,498.453
42.1304,-0.00263889,498.109
42.7057,-0.00263889,497.817
43.2801,-0.00263889,497.574
43.8538,-0.00263889,497.379
44.427,-0.00263889,497.231
45,-0.00263889,497.128
45.573,-0.00263889,497.071
46.1462,-0.00263889,497.059
46.7199,-0.00263889,497.092
47.2943,-0.00263889,497.172
47.8696,-0.00263889,497.301
48.4461,-0.00263889,497.478
49.0239,-0.00263889,497.707
49.6034,-0.00263889,497.99
50.1849,-0.00263889,498.33
50.7685,-0.00263889,498.729
51.3545,-0.00263889,499.191
51.9433,-0.00263889,499.719
52.535,-0.00263889,500.317
53.1301,-0.00263889,500.988
53.7288,-0.00263889,501.736
54.3315,-0.00263889,502.565
54.9384,-0.00263889,503.477
55.5501,-0.00263889,504.477
56.1668,-0.00263889,505.568
56.7891,-0.00263889,506.752
33.2109,-0.00269444,510.961
33.8332,-0.00269444,509.578
34.4499,-0.00269444,508.292
35.0616,-0.00269444,507.098
35.6685,-0.00269444,505.993
36.2712,-0.00269444,504.976
36.8699,-0.00269444,504.041
37.465,-0.00269444,503.186
38.0567,-0.00269444,502.407
38.6455,-0.00269444,501.7
39.2315,-0.00269444,501.063
39.8151,-0.00269444,500.49
40.3966,-0.00269444,499.98
40.9761,-0.00269444,499.529
41.5539,-0.00269444,499.134
42.1304,-0.00269444,498.792
42.7057,-0.00269444,498.501
43.2801,-0.00269444,498.259
43.8538,-0.00269444,498.064
44.427,-0.00269444,497.915
45,-0.00269444,497.812
45.573,-0.00269444,497.752
46.1462,-0.00269444,497.738
46.7199,-0.00269444,497.768
47.2943,-0.00269444,497.845
47.8696,-0.00269444,497.968
48.4461,-0.00269444,498.14
49.0239,-0.00269444,498.364
49.6034,-0.00269444,498.64
50.1849,-0.00269444,498.972
50.7685,-0.00269444,499.363
51.3545,-0.00269444,499.817
51.9433,-0.00269444,500.335
52.535,-0.00269444,500.923
53.1301,-0.00269444,501.583
53.7288,-0.00269444,502.319
54.3315,-0.00269444,503.136
54.9384,-0.00269444,504.035
55.5501,-0.00269444,505.021
56.1668,-0.00269444,506.097
56.7891,-0.00269444,507.266
33.2109,-0.00275,511.57
33.8332,-0.00275,510.2
34.4499,-0.00275,508.924
35.0616,-0.00275,507.741
35.6685,-0.00275,506.647
36.2712,-0.00275,505.638
36.8699,-0.00275,504.712
37.465,-0.00275,503.865
38.0567,-0.00275,503.093
38.6455,-0.00275,502.393
39.2315,-0.00275,501.761
39.8151,-0.00275,501.194
40.3966,-0.00275,500.688
40.9761,-0.00275,500.241
41.5539,-0.00275,499.848
42.1304,-0.00275,499.509
42.7057,-0.00275,499.219
43.2801,-0.00275,498.978
43.8538,-0.00275,498.783
44.427,-0.00275,498.634
45,-0.00275,498.529
45.573,-0.00275,498.468
46.1462,-0.00275,498.45
46.7199,-0.00275,498.477
47.2943,-0.00275,498.55
47.8696,-0.00275,498.668
48.4461,-0.00275,498.835
49.0239,-0.00275,499.052
49.6034,-0.00275,499.321
50.1849,-0.00275,499.646
50.7685,-0.00275,500.029
51.3545,-0.00275,500.473
51.9433,-0.00275,500.982
52.535,-0.00275,501.559
53.1301,-0.00275,502.207
53.7288,-0.00275,502.931
54.3315,-0.00275,503.735
54.9384,-0.00275,504.62
55.5501,-0.00275,505.592
56.1668,-0.00275,506.653
56.7891,-0.00275,507.806
33.2109,-0.0028,512.152
33.8332,-0.0028,510.793
34.4499,-0.0028,509.529
35.0616,-0.0028,508.356
35.6685,-0.0028,507.271
36.2712,-0.0028,506.271
36.8699,-0.0028,505.354
37.465,-0.0028,504.514
38.0567,-0.0028,503.749
38.6455,-0.0028,503.055
39.2315,-0.0028,502.429
39.8151,-0.0028,501.867
40.3966,-0.0028,501.365
40.9761,-0.0028,500.922
41.5539,-0.0028,500.532
42.1304,-0.0028,500.195
42.7057,-0.0028,499.907
43.2801,-0.0028,499.667
43.8538,-0.0028,499.472
44.427,-0.0028,499.322
45,-0.0028,499.216
45.573,-0.0028,499.153
46.1462,-0.0028,499.133
46.7199,-0.0028,499.157
47.2943,-0.0028,499.225
47.8696,-0.0028,499.339
48.4461,-0.0028,499.501
49.0239,-0.0028,499.712
49.6034,-0.0028,499.974
50.1849,-0.0028,500.292
50.7685,-0.0028,500.666
51.3545,-0.0028,501.102
51.9433,-0.0028,501.601
52.535,-0.0028,502.168
53.1301,-0.0028,502.805
53.7288,-0.0028,503.518
54.3315,-0.0028,504.309
54.9384,-0.0028,505.181
55.5501,-0.0028,506.139
56.1668,-0.0028,507.185
56.7891,-0.0028,508.324
33.2109,-0.00293333,513.872
33.8332,-0.00293333,512.548
34.4499,-0.00293333,511.316
35.0616,-0.00293333,510.174
35.6685,-0.00293333,509.119
36.2712,-0.00293333,508.146
36.8699,-0.00293333,507.254
37.465,-0.00293333,506.437
38.0567,-0.00293333,505.694
38.6455,-0.00293333,505.02
39.2315,-0.00293333,504.411
39.8151,-0.00293333,503.864
40.3966,-0.00293333,503.376
40.9761,-0.00293333,502.943
41.5539,-0.00293333,502.563
42.1304,-0.00293333,502.233
42.7057,-0.00293333,501.951
43.2801,-0.00293333,501.713
43.8538,-0.00293333,501.52
44.427,-0.00293333,501.369
45,-0.00293333,501.26
45.573,-0.00293333,501.192
46.1462,-0.00293333,501.164
46.7199,-0.00293333,501.179
47.2943,-0.00293333,501.236
47.8696,-0.00293333,501.336
48.4461,-0.00293333,501.482
49.0239,-0.00293333,501.675
49.6034,-0.00293333,501.918
50.1849,-0.00293333,502.213
50.7685,-0.00293333,502.564
51.3545,-0.00293333,502.973
51.9433,-0.00293333,503.444
52.535,-0.00293333,503.981
53.1301,-0.00293333,504.586
53.7288,-0.00293333,505.264
54.3315,-0.00293333,506.018
54.9384,-0.00293333,506.852
55.5501,-0.00293333,507.769
56.1668,-0.00293333,508.773
56.7891,-0.00293333,509.866
33.2109,-0.00306667,515.855
33.8332,-0.00306667,514.572
34.4499,-0.00306667,513.38
35.0616,-0.00306667,512.275
35.6685,-0.00306667,511.254
36.2712,-0.00306667,510.315
36.8699,-0.00306667,509.453
37.465,-0.00306667,508.665
38.0567,-0.00306667,507.947
38.6455,-0.00306667,507.297
39.2315,-0.00306667,506.709
39.8151,-0.00306667,506.182
40.3966,-0.00306667,505.71
40.9761,-0.00306667,505.292
41.5539,-0.00306667,504.924
42.1304,-0.00306667,504.603
42.7057,-0.00306667,504.328
43.2801,-0.00306667,504.095
43.8538,-0.00306667,503.904
44.427,-0.00306667,503.753
45,-0.00306667,503.641
45.573,-0.00306667,503.567
46.1462,-0.00306667,503.533
46.7199,-0.00306667,503.537
47.2943,-0.00306667,503.581
47.8696,-0.00306667,503.666
48.4461,-0.00306667,503.795
49.0239,-0.00306667,503.968
49.6034,-0.00306667,504.188
50.1849,-0.00306667,504.458
50.7685,-0.00306667,504.782
51.3545,-0.00306667,505.161
51.9433,-0.00306667,505.599
52.535,-0.00306667,506.101
53.1301,-0.00306667,506.669
53.7288,-0.00306667,507.308
54.3315,-0.00306667,508.02
54.9384,-0.00306667,508.81
55.5501,-0.00306667,509.681
56.1668,-0.00306667,510.636
56.7891,-0.00306667,511.678
33.2109,-0.0032,517.998
33.8332,-0.0032,516.76
34.4499,-0.0032,515.611
35.0616,-0.0032,514.546
35.6685,-0.0032,513.564
36.2712,-0.0032,512.661
36.8699,-0.0032,511.832
37.465,-0.0032,511.076
38.0567,-0.0032,510.387
38.6455,-0.0032,509.762
39.2315,-0.0032,509.199
39.8151,-0.0032,508.692
40.3966,-0.0032,508.24
40.9761,-0.0032,507.837
41.5539,-0.0032,507.483
42.1304,-0.0032,507.173
42.7057,-0.0032,506.906
43.2801,-0.0032,506.679
43.8538,-0.0032,506.49
